playerID,award,year,lgID,note,pos
hextabr01,Second Team All-Star,1942,NHL,,RW
hollefl01,Second Team All-Star,1942,NHL,,D
patrily01,Second Team All-Star,1942,NHL,,LW
mowerjo01,Vezina,1942,NHL,,
cainhe01,Art Ross,1943,NHL,,
bodnagu01,Calder,1943,NHL,,
bentldo01,First Team All-Star,1943,NHL,,LW
carrlo01,First Team All-Star,1943,NHL,,RW
cowlebi01,First Team All-Star,1943,NHL,,C
durnabi01,First Team All-Star,1943,NHL,,G
prattba01,First Team All-Star,1943,NHL,,D
seibeea01,First Team All-Star,1943,NHL,,D
prattba01,Hart,1943,NHL,,
smithcl01,Lady Byng,1943,NHL,,
bibeapa01,Second Team All-Star,1943,NHL,,G
bouchbu01,Second Team All-Star,1943,NHL,,D
cainhe01,Second Team All-Star,1943,NHL,,LW
clappdi01,Second Team All-Star,1943,NHL,,D
lachel01,Second Team All-Star,1943,NHL,,C
richama01,Second Team All-Star,1943,NHL,,RW
durnabi01,Vezina,1943,NHL,,
lachel01,Art Ross,1944,NHL,,
mccoofr01,Calder,1944,NHL,,
blaketo01,First Team All-Star,1944,NHL,,LW
bouchbu01,First Team All-Star,1944,NHL,,D
durnabi01,First Team All-Star,1944,NHL,,G
hollefl01,First Team All-Star,1944,NHL,,D
lachel01,First Team All-Star,1944,NHL,,C
richama01,First Team All-Star,1944,NHL,,RW
lachel01,Hart,1944,NHL,,
mosiebi01,Lady Byng,1944,NHL,,
cowlebi01,Second Team All-Star,1944,NHL,,C
harmogl01,Second Team All-Star,1944,NHL,,D
howesy01,Second Team All-Star,1944,NHL,,LW
karakmi01,Second Team All-Star,1944,NHL,,G
mosiebi01,Second Team All-Star,1944,NHL,,RW
prattba01,Second Team All-Star,1944,NHL,,D
durnabi01,Vezina,1944,NHL,,
bentlma01,Art Ross,1945,NHL,,
lapraed01,Calder,1945,NHL,,
bentlma01,First Team All-Star,1945,NHL,,C
bouchbu01,First Team All-Star,1945,NHL,,D
crawfja01,First Team All-Star,1945,NHL,,D
durnabi01,First Team All-Star,1945,NHL,,G
richama01,First Team All-Star,1945,NHL,,RW
stewaga01,First Team All-Star,1945,NHL,,LW
bentlma01,Hart,1945,NHL,,
blaketo01,Lady Byng,1945,NHL,,
blaketo01,Second Team All-Star,1945,NHL,,LW
brimsfr01,Second Team All-Star,1945,NHL,,G
lachel01,Second Team All-Star,1945,NHL,,C
mosiebi01,Second Team All-Star,1945,NHL,,RW
reardke01,Second Team All-Star,1945,NHL,,D
stewaja01,Second Team All-Star,1945,NHL,,D
durnabi01,Vezina,1945,NHL,,
bentlma01,Art Ross,1946,NHL,,
meekeho01,Calder,1946,NHL,,
bentldo01,First Team All-Star,1946,NHL,,LW
bouchbu01,First Team All-Star,1946,NHL,,D
durnabi01,First Team All-Star,1946,NHL,,G
reardke01,First Team All-Star,1946,NHL,,D
richama01,First Team All-Star,1946,NHL,,RW
schmimi01,First Team All-Star,1946,NHL,,C
richama01,Hart,1946,NHL,,
bauerbo01,Lady Byng,1946,NHL,,
bauerbo01,Second Team All-Star,1946,NHL,,RW
bentlma01,Second Team All-Star,1946,NHL,,C
brimsfr01,Second Team All-Star,1946,NHL,,G
dumarwo01,Second Team All-Star,1946,NHL,,LW
quackbi01,Second Team All-Star,1946,NHL,,D
stewaja01,Second Team All-Star,1946,NHL,,D
durnabi01,Vezina,1946,NHL,,
lachel01,Art Ross,1947,NHL,,
mcfadji01,Calder,1947,NHL,,
brodatu01,First Team All-Star,1947,NHL,,G
lachel01,First Team All-Star,1947,NHL,,C
lindste01,First Team All-Star,1947,NHL,,LW
quackbi01,First Team All-Star,1947,NHL,,D
richama01,First Team All-Star,1947,NHL,,RW
stewaja01,First Team All-Star,1947,NHL,,D
oconnbu01,Hart,1947,NHL,,
oconnbu01,Lady Byng,1947,NHL,,
brimsfr01,Second Team All-Star,1947,NHL,,G
colvine01,Second Team All-Star,1947,NHL,,D
oconnbu01,Second Team All-Star,1947,NHL,,C
poilebu01,Second Team All-Star,1947,NHL,,RW
reardke01,Second Team All-Star,1947,NHL,,D
stewaga01,Second Team All-Star,1947,NHL,,LW
brodatu01,Vezina,1947,NHL,,
conacro01,Art Ross,1948,NHL,,
lundpe01,Calder,1948,NHL,,
abelsi01,First Team All-Star,1948,NHL,,C
conacro01,First Team All-Star,1948,NHL,,LW
durnabi01,First Team All-Star,1948,NHL,,G
quackbi01,First Team All-Star,1948,NHL,,D
richama01,First Team All-Star,1948,NHL,,RW
stewaja01,First Team All-Star,1948,NHL,,D
abelsi01,Hart,1948,NHL,,
quackbi01,Lady Byng,1948,NHL,,
bentldo01,Second Team All-Star,1948,NHL,,C
harmogl01,Second Team All-Star,1948,NHL,,D
howego01,Second Team All-Star,1948,NHL,,RW
lindste01,Second Team All-Star,1948,NHL,,LW
raynech01,Second Team All-Star,1948,NHL,,G
reardke01,Second Team All-Star,1948,NHL,,D
durnabi01,Vezina,1948,NHL,,
lindste01,Art Ross,1949,NHL,,
gelinja01,Calder,1949,NHL,,
abelsi01,First Team All-Star,1949,NHL,,C
durnabi01,First Team All-Star,1949,NHL,,G
lindste01,First Team All-Star,1949,NHL,,LW
mortsgu01,First Team All-Star,1949,NHL,,D
reardke01,First Team All-Star,1949,NHL,,D
richama01,First Team All-Star,1949,NHL,,RW
raynech01,Hart,1949,NHL,,
lapraed01,Lady Byng,1949,NHL,,
howego01,Second Team All-Star,1949,NHL,,RW
kellyre01,Second Team All-Star,1949,NHL,,D
kennete01,Second Team All-Star,1949,NHL,,C
leswito01,Second Team All-Star,1949,NHL,,LW
raynech01,Second Team All-Star,1949,NHL,,G
reisele02,Second Team All-Star,1949,NHL,,D
durnabi01,Vezina,1949,NHL,,
howego01,Art Ross,1950,NHL,,
sawchte01,Calder,1950,NHL,,
howego01,First Team All-Star,1950,NHL,,RW
kellyre01,First Team All-Star,1950,NHL,,D
lindste01,First Team All-Star,1950,NHL,,LW
quackbi01,First Team All-Star,1950,NHL,,D
sawchte01,First Team All-Star,1950,NHL,,G
schmimi01,First Team All-Star,1950,NHL,,C
schmimi01,Hart,1950,NHL,,
kellyre01,Lady Byng,1950,NHL,,
abelsi01,Second Team All-Star,1950,NHL,tie,C
kennete01,Second Team All-Star,1950,NHL,tie,C
raynech01,Second Team All-Star,1950,NHL,,G
reisele02,Second Team All-Star,1950,NHL,,D
richama01,Second Team All-Star,1950,NHL,,RW
smithsi01,Second Team All-Star,1950,NHL,,LW
thomsji01,Second Team All-Star,1950,NHL,,D
rollial01,Vezina,1950,NHL,,
howego01,Art Ross,1951,NHL,,
geoffbe01,Calder,1951,NHL,,
harvedo01,First Team All-Star,1951,NHL,,D
howego01,First Team All-Star,1951,NHL,,RW
kellyre01,First Team All-Star,1951,NHL,,D
lachel01,First Team All-Star,1951,NHL,,C
lindste01,First Team All-Star,1951,NHL,,LW
sawchte01,First Team All-Star,1951,NHL,,G
howego01,Hart,1951,NHL,,
smithsi01,Lady Byng,1951,NHL,,
bullehy01,Second Team All-Star,1951,NHL,,D
henryji01,Second Team All-Star,1951,NHL,,G
richama01,Second Team All-Star,1951,NHL,,RW
schmimi01,Second Team All-Star,1951,NHL,,C
smithsi01,Second Team All-Star,1951,NHL,,LW
thomsji01,Second Team All-Star,1951,NHL,,D
sawchte01,Vezina,1951,NHL,,
howego01,Art Ross,1952,NHL,,
worslgu01,Calder,1952,NHL,,
harvedo01,First Team All-Star,1952,NHL,,D
howego01,First Team All-Star,1952,NHL,,RW
kellyre01,First Team All-Star,1952,NHL,,D
lindste01,First Team All-Star,1952,NHL,,LW
mackefl01,First Team All-Star,1952,NHL,,C
sawchte01,First Team All-Star,1952,NHL,,G
howego01,Hart,1952,NHL,,
kellyre01,Lady Byng,1952,NHL,,
delveal01,Second Team All-Star,1952,NHL,,C
gadsbbi01,Second Team All-Star,1952,NHL,,D
mcneige01,Second Team All-Star,1952,NHL,,G
olmstbe01,Second Team All-Star,1952,NHL,,LW
quackbi01,Second Team All-Star,1952,NHL,,D
richama01,Second Team All-Star,1952,NHL,,RW
sawchte01,Vezina,1952,NHL,,
howego01,Art Ross,1953,NHL,,
henryca01,Calder,1953,NHL,,
harvedo01,First Team All-Star,1953,NHL,,D
howego01,First Team All-Star,1953,NHL,,RW
kellyre01,First Team All-Star,1953,NHL,,D
lindste01,First Team All-Star,1953,NHL,,LW
lumleha01,First Team All-Star,1953,NHL,,G
mosdeke01,First Team All-Star,1953,NHL,,C
rollial01,Hart,1953,NHL,,
kellyre01,Lady Byng,1953,NHL,,
kellyre01,Norris,1953,NHL,,
gadsbbi01,Second Team All-Star,1953,NHL,,D
hortoti01,Second Team All-Star,1953,NHL,,D
kennete01,Second Team All-Star,1953,NHL,,C
richama01,Second Team All-Star,1953,NHL,,RW
sandfed01,Second Team All-Star,1953,NHL,,LW
sawchte01,Second Team All-Star,1953,NHL,,G
lumleha01,Vezina,1953,NHL,,
geoffbe01,Art Ross,1954,NHL,,
litzeed01,Calder,1954,NHL,,
belivje01,First Team All-Star,1954,NHL,,C
harvedo01,First Team All-Star,1954,NHL,,D
kellyre01,First Team All-Star,1954,NHL,,D
lumleha01,First Team All-Star,1954,NHL,,G
richama01,First Team All-Star,1954,NHL,,RW
smithsi01,First Team All-Star,1954,NHL,,LW
kennete01,Hart,1954,NHL,,
smithsi01,Lady Byng,1954,NHL,,
harvedo01,Norris,1954,NHL,,
flamafe01,Second Team All-Star,1954,NHL,,D
geoffbe01,Second Team All-Star,1954,NHL,,RW
goldhbo01,Second Team All-Star,1954,NHL,,D
lewicda01,Second Team All-Star,1954,NHL,,LW
mosdeke01,Second Team All-Star,1954,NHL,,C
sawchte01,Second Team All-Star,1954,NHL,,G
sawchte01,Vezina,1954,NHL,,
belivje01,Art Ross,1955,NHL,,
hallgl01,Calder,1955,NHL,,
belivje01,First Team All-Star,1955,NHL,,C
gadsbbi01,First Team All-Star,1955,NHL,,D
harvedo01,First Team All-Star,1955,NHL,,D
lindste01,First Team All-Star,1955,NHL,,LW
plantja01,First Team All-Star,1955,NHL,,G
richama01,First Team All-Star,1955,NHL,,RW
belivje01,Hart,1955,NHL,,
reibedu01,Lady Byng,1955,NHL,,
harvedo01,Norris,1955,NHL,,
hallgl01,Second Team All-Star,1955,NHL,,G
howego01,Second Team All-Star,1955,NHL,,RW
johnsto01,Second Team All-Star,1955,NHL,,D
kellyre01,Second Team All-Star,1955,NHL,,D
olmstbe01,Second Team All-Star,1955,NHL,,LW
sloanto01,Second Team All-Star,1955,NHL,,C
plantja01,Vezina,1955,NHL,,
howego01,Art Ross,1956,NHL,,
reganla01,Calder,1956,NHL,,
belivje01,First Team All-Star,1956,NHL,,C
hallgl01,First Team All-Star,1956,NHL,,G
harvedo01,First Team All-Star,1956,NHL,,D
howego01,First Team All-Star,1956,NHL,,RW
kellyre01,First Team All-Star,1956,NHL,,D
lindste01,First Team All-Star,1956,NHL,,LW
howego01,Hart,1956,NHL,,
hebenan01,Lady Byng,1956,NHL,,
harvedo01,Norris,1956,NHL,,
chevrre01,Second Team All-Star,1956,NHL,,LW
flamafe01,Second Team All-Star,1956,NHL,,D
gadsbbi01,Second Team All-Star,1956,NHL,,D
litzeed01,Second Team All-Star,1956,NHL,,C
plantja01,Second Team All-Star,1956,NHL,,G
richama01,Second Team All-Star,1956,NHL,,RW
plantja01,Vezina,1956,NHL,,
mooredi01,Art Ross,1957,NHL,,
mahovfr01,Calder,1957,NHL,,
gadsbbi01,First Team All-Star,1957,NHL,,D
hallgl01,First Team All-Star,1957,NHL,,G
harvedo01,First Team All-Star,1957,NHL,,D
howego01,First Team All-Star,1957,NHL,,RW
mooredi01,First Team All-Star,1957,NHL,,LW
richahe01,First Team All-Star,1957,NHL,,C
howego01,Hart,1957,NHL,,
henryca01,Lady Byng,1957,NHL,,
harvedo01,Norris,1957,NHL,,
bathgan01,Second Team All-Star,1957,NHL,,RW
belivje01,Second Team All-Star,1957,NHL,,C
flamafe01,Second Team All-Star,1957,NHL,,D
henryca01,Second Team All-Star,1957,NHL,,LW
plantja01,Second Team All-Star,1957,NHL,,G
pronoma01,Second Team All-Star,1957,NHL,,D
plantja01,Vezina,1957,NHL,,
mooredi01,Art Ross,1958,NHL,,
backsra01,Calder,1958,NHL,,
bathgan01,First Team All-Star,1958,NHL,,RW
belivje01,First Team All-Star,1958,NHL,,C
gadsbbi01,First Team All-Star,1958,NHL,,D
johnsto01,First Team All-Star,1958,NHL,,D
mooredi01,First Team All-Star,1958,NHL,,LW
plantja01,First Team All-Star,1958,NHL,,G
bathgan01,Hart,1958,NHL,,
delveal01,Lady Byng,1958,NHL,,
johnsto01,Norris,1958,NHL,,
delveal01,Second Team All-Star,1958,NHL,,LW
harvedo01,Second Team All-Star,1958,NHL,,D
howego01,Second Team All-Star,1958,NHL,,RW
pronoma01,Second Team All-Star,1958,NHL,,D
richahe01,Second Team All-Star,1958,NHL,,C
sawchte01,Second Team All-Star,1958,NHL,,G
plantja01,Vezina,1958,NHL,,
hullbo01,Art Ross,1959,NHL,,
haybi01,Calder,1959,NHL,,
belivje01,First Team All-Star,1959,NHL,,C
hallgl01,First Team All-Star,1959,NHL,,G
harvedo01,First Team All-Star,1959,NHL,,D
howego01,First Team All-Star,1959,NHL,,RW
hullbo01,First Team All-Star,1959,NHL,,LW
pronoma01,First Team All-Star,1959,NHL,,D
howego01,Hart,1959,NHL,,
mckendo01,Lady Byng,1959,NHL,,
harvedo01,Norris,1959,NHL,,
geoffbe01,Second Team All-Star,1959,NHL,,RW
horvabr01,Second Team All-Star,1959,NHL,,C
pilotpi01,Second Team All-Star,1959,NHL,,D
plantja01,Second Team All-Star,1959,NHL,,G
prentde01,Second Team All-Star,1959,NHL,,LW
stanlal01,Second Team All-Star,1959,NHL,,D
plantja01,Vezina,1959,NHL,,
geoffbe01,Art Ross,1960,NHL,,
keonda01,Calder,1960,NHL,,
belivje01,First Team All-Star,1960,NHL,,C
bowerjo01,First Team All-Star,1960,NHL,,G
geoffbe01,First Team All-Star,1960,NHL,,RW
harvedo01,First Team All-Star,1960,NHL,,D
mahovfr01,First Team All-Star,1960,NHL,,LW
pronoma01,First Team All-Star,1960,NHL,,D
geoffbe01,Hart,1960,NHL,,
kellyre01,Lady Byng,1960,NHL,,
harvedo01,Norris,1960,NHL,,
hallgl01,Second Team All-Star,1960,NHL,,G
howego01,Second Team All-Star,1960,NHL,,RW
mooredi01,Second Team All-Star,1960,NHL,,LW
pilotpi01,Second Team All-Star,1960,NHL,,D
richahe01,Second Team All-Star,1960,NHL,,C
stanlal01,Second Team All-Star,1960,NHL,,D
bowerjo01,Vezina,1960,NHL,,
hullbo01,Art Ross,1961,NHL,,
roussbo01,Calder,1961,NHL,,
bathgan01,First Team All-Star,1961,NHL,,RW
harvedo01,First Team All-Star,1961,NHL,,D
hullbo01,First Team All-Star,1961,NHL,,LW
mikitst01,First Team All-Star,1961,NHL,,C
plantja01,First Team All-Star,1961,NHL,,G
talboje01,First Team All-Star,1961,NHL,,D
plantja01,Hart,1961,NHL,,
keonda01,Lady Byng,1961,NHL,,
harvedo01,Norris,1961,NHL,,
breweca01,Second Team All-Star,1961,NHL,,D
hallgl01,Second Team All-Star,1961,NHL,,G
howego01,Second Team All-Star,1961,NHL,,RW
keonda01,Second Team All-Star,1961,NHL,,C
mahovfr01,Second Team All-Star,1961,NHL,,LW
pilotpi01,Second Team All-Star,1961,NHL,,D
plantja01,Vezina,1961,NHL,,
howego01,Art Ross,1962,NHL,,
douglke01,Calder,1962,NHL,,
breweca01,First Team All-Star,1962,NHL,,D
hallgl01,First Team All-Star,1962,NHL,,G
howego01,First Team All-Star,1962,NHL,,RW
mahovfr01,First Team All-Star,1962,NHL,,LW
mikitst01,First Team All-Star,1962,NHL,,C
pilotpi01,First Team All-Star,1962,NHL,,D
howego01,Hart,1962,NHL,,
keonda01,Lady Byng,1962,NHL,,
pilotpi01,Norris,1962,NHL,,
bathgan01,Second Team All-Star,1962,NHL,,RW
hortoti01,Second Team All-Star,1962,NHL,,D
hullbo01,Second Team All-Star,1962,NHL,,LW
richahe01,Second Team All-Star,1962,NHL,,C
sawchte01,Second Team All-Star,1962,NHL,,G
vaskomo01,Second Team All-Star,1962,NHL,,D
hallgl01,Vezina,1962,NHL,,
mikitst01,Art Ross,1963,NHL,,
laperja01,Calder,1963,NHL,,
hallgl01,First Team All-Star,1963,NHL,,G
hortoti01,First Team All-Star,1963,NHL,,D
hullbo01,First Team All-Star,1963,NHL,,LW
