playerID,year,stint,tmID,S,G,GDG
brassde01,2011,1,CBS,0,1,0
brierda01,2005,1,BUF,4,2,1
brierda01,2006,1,BUF,14,6,3
brierda01,2007,1,PHI,7,3,2
brierda01,2008,1,PHI,3,2,0
brierda01,2009,1,PHI,6,2,1
brierda01,2010,1,PHI,9,3,1
brierda01,2011,1,PHI,2,7,0
brindro01,2005,1,CAR,4,1,1
brindro01,2006,1,CAR,2,1,0
brindro01,2007,1,CAR,1,1,1
brindro01,2008,1,CAR,2,1,0
brindro01,2009,1,CAR,1,0,0
broditj01,2011,1,CAL,0,2,0
brodzky01,2009,1,MIN,1,0,0
brodzky01,2011,1,MIN,1,2,1
brouwtr01,2009,1,CHI,5,1,1
brouwtr01,2010,1,CHI,1,0,0
brouwtr01,2011,1,WAS,0,1,0
browndu01,2006,1,LAK,8,4,1
browndu01,2007,1,LAK,8,4,1
browndu01,2008,1,LAK,6,1,0
browndu01,2009,1,LAK,11,2,1
browndu01,2010,1,LAK,7,2,1
browndu01,2011,1,LAK,3,11,2
brulegi01,2006,1,CBS,1,0,0
brulegi01,2007,1,CBS,3,0,0
brulegi01,2009,1,EDM,5,3,1
brulegi01,2010,1,EDM,3,0,0
brulegi01,2011,1,PHO,1,3,0
brunean01,2005,1,COL,1,0,0
brunean01,2006,1,COL,1,0,0
brunean01,2007,1,COL,1,0,0
brunean01,2008,1,MIN,1,0,0
brunean01,2010,1,MIN,1,0,0
brunnfa01,2008,1,DAL,4,1,0
brylise01,2005,1,NJD,3,1,1
brylise01,2006,1,NJD,8,1,0
brylise01,2007,1,NJD,1,0,0
bulisja01,2006,1,VAN,1,0,0
burmial01,2010,1,ATL,3,1,1
burmial01,2011,1,WPG,0,2,0
burnsbr01,2007,1,MIN,5,3,1
burnsbr01,2008,1,MIN,3,0,0
burnsbr01,2009,1,MIN,3,1,1
burnsbr01,2010,1,MIN,3,1,0
burnsbr01,2011,1,SJS,1,2,0
burroal01,2007,1,VAN,1,0,0
burroal01,2008,1,VAN,6,1,0
burroal01,2009,1,VAN,1,1,0
burroal01,2010,1,VAN,2,2,1
burroal01,2011,1,VAN,6,10,1
butlebo01,2010,1,OTT,1,0,0
butlebo01,2011,1,OTT,1,2,1
byfugdu01,2005,1,CHI,1,0,0
byfugdu01,2009,1,CHI,3,0,0
byfugdu01,2010,1,ATL,2,0,0
byronpa01,2010,1,BUF,1,0,0
cajanpe01,2005,1,STL,6,1,1
caldeky01,2005,1,CHI,1,0,0
caldeky01,2006,1,PHI,1,0,0
callary01,2007,1,NYR,1,0,0
callary01,2008,1,NYR,3,1,1
callary01,2009,1,NYR,1,0,0
callary01,2010,1,NYR,4,0,0
callary01,2011,1,NYR,2,4,2
calvema01,2010,1,CBS,3,0,0
cammami01,2005,1,LAK,1,0,0
cammami01,2006,1,LAK,6,2,0
cammami01,2007,1,LAK,5,1,1
cammami01,2008,1,CAL,5,1,0
cammami01,2009,1,MTL,8,2,2
cammami01,2010,1,MTL,2,1,1
cammami01,2011,1,MTL,0,3,0
cammami01,2011,2,CAL,2,4,1
carcida01,2006,1,PHO,1,0,0
carcida01,2007,1,PHO,3,0,0
carcida01,2008,1,PHO,1,1,1
cartean01,2005,1,VAN,1,0,0
cartean01,2006,1,CBS,1,1,0
carteje01,2005,1,PHI,3,0,0
carteje01,2006,1,PHI,2,0,0
carteje01,2007,1,PHI,6,3,0
carteje01,2008,1,PHI,5,0,0
carteje01,2009,1,PHI,1,0,0
carteje01,2010,1,PHI,2,0,0
carteje01,2011,1,CBS,0,2,0
carteje01,2011,2,LAK,1,2,1
cartery01,2008,1,AND,1,0,0
cassean01,2005,1,WAS,2,1,0
charazd01,2006,1,BOS,2,1,1
charazd01,2007,1,BOS,2,1,0
charazd01,2008,1,BOS,1,0,0
charazd01,2009,1,BOS,4,1,1
charazd01,2010,1,BOS,1,0,0
cheecjo01,2005,1,SJS,6,1,0
cheecjo01,2006,1,SJS,3,2,1
cheecjo01,2007,1,SJS,6,1,0
cheecjo01,2008,1,SJS,3,2,2
chimeja01,2005,1,CBS,1,1,1
chimeja01,2006,1,CBS,4,1,1
chimeja01,2007,1,CBS,2,0,0
chimeja01,2009,1,CBS,1,0,0
chouima01,2005,1,MIN,1,0,0
chriser01,2005,1,PIT,1,1,0
chriser01,2006,1,PIT,14,8,3
chriser01,2007,1,PIT,8,5,1
chriser01,2007,2,ATL,3,1,1
chriser01,2008,1,ATL,4,2,2
chriser01,2008,2,AND,1,0,0
chriser01,2009,2,NYR,4,1,1
chriser01,2010,1,NYR,8,5,3
chriser01,2011,1,NYR,1,3,0
chriser01,2011,2,MIN,5,9,2
clarkch01,2005,1,WAS,1,0,0
clarkch01,2006,1,WAS,1,0,0
clarkch01,2009,1,WAS,1,1,1
clarkda03,2009,1,NJD,1,1,1
clarkda03,2011,1,NJD,1,2,1
clarkno02,2006,1,LAK,1,0,0
clearda01,2006,1,DET,4,2,0
clearda01,2007,1,DET,1,0,0
clearda01,2008,1,DET,2,0,0
clearda01,2009,1,DET,4,0,0
clearda01,2010,1,DET,1,0,0
clearda01,2011,1,DET,0,1,0
clowery01,2006,1,SJS,4,2,1
clowery01,2007,1,SJS,1,0,0
clowery01,2008,1,SJS,5,3,2
clowery01,2009,1,SJS,9,3,2
clowery01,2010,1,SJS,8,3,2
clowery01,2011,1,SJS,5,11,4
cluttca01,2009,1,MIN,1,0,0
cluttca01,2010,1,MIN,1,0,0
clymebe01,2005,1,WAS,2,0,0
clymebe01,2006,1,WAS,1,0,0
coglian01,2007,1,EDM,1,0,0
coglian01,2010,1,EDM,2,0,0
colbojo01,2011,1,TOR,0,1,0
coleer01,2005,1,CAR,3,1,1
coleer01,2006,1,CAR,2,0,0
coleer01,2011,1,MTL,0,3,0
comeabl01,2007,1,NYI,2,1,0
comeabl01,2010,1,NYI,1,0,0
comeabl01,2011,2,CAL,0,1,0
comrimi01,2005,1,PHO,4,1,0
comrimi01,2006,1,PHO,2,1,1
comrimi01,2006,2,OTT,5,2,0
comrimi01,2007,1,NYI,4,1,1
comrimi01,2008,2,OTT,2,1,1
comrimi01,2009,1,EDM,4,1,1
condrer01,2011,1,OTT,0,1,0
connech01,2010,1,PIT,1,0,0
connoti01,2005,1,BUF,5,2,0
connoti01,2007,1,BUF,3,0,0
connoti01,2008,1,BUF,6,1,0
connoti01,2009,1,BUF,7,1,0
connoti01,2010,1,BUF,2,0,0
connoti01,2011,1,TOR,2,2,0
conrocr01,2005,1,LAK,1,0,0
corvojo01,2005,1,LAK,3,1,1
coutulo01,2009,1,SJS,1,1,1
coutulo01,2010,1,SJS,8,2,2
coutulo01,2011,1,SJS,0,4,0
coutuse01,2011,1,PHI,0,1,0
craigry01,2006,1,TBL,1,0,0
crosbsi01,2005,1,PIT,6,2,1
crosbsi01,2006,1,PIT,15,5,4
crosbsi01,2007,1,PIT,7,2,2
crosbsi01,2008,1,PIT,10,3,2
crosbsi01,2009,1,PIT,10,8,4
crosbsi01,2010,1,PIT,4,1,0
cullema01,2005,1,CAR,9,6,2
cullema01,2006,1,NYR,8,3,2
cullema01,2007,1,CAR,3,2,0
cullema01,2008,1,CAR,5,0,0
cullema01,2009,1,CAR,3,0,0
cullema01,2010,1,MIN,3,1,0
cullema01,2011,1,MIN,7,16,3
cullema02,2005,1,CHI,1,0,0
czerkma01,2005,2,BOS,2,0,0
dadonev01,2010,1,FLO,1,0,0
dagenpi01,2005,1,MTL,2,2,2
dagosma01,2010,1,STL,6,1,0
dagosma01,2011,1,STL,0,1,0
daiglal02,2005,1,MIN,1,0,0
daleytr01,2011,1,DAL,1,2,1
datsypa01,2005,1,DET,6,3,1
datsypa01,2006,1,DET,10,5,0
datsypa01,2007,1,DET,10,4,1
datsypa01,2008,1,DET,10,5,3
datsypa01,2009,1,DET,14,7,2
datsypa01,2010,1,DET,4,2,2
datsypa01,2011,1,DET,5,11,1
daugaka01,2011,1,OTT,0,1,0
dawesni01,2006,1,NYR,1,0,0
dawesni01,2007,1,NYR,9,5,2
dawesni01,2008,1,NYR,5,1,0
dawesni01,2009,1,CAL,8,3,0
dawesni01,2010,1,ATL,2,1,1
dawesni01,2010,2,MTL,1,1,0
delzomi01,2009,1,NYR,1,0,0
demitpa01,2005,1,LAK,5,3,3
demitpa01,2006,1,MIN,14,6,2
demitpa01,2007,1,MIN,4,1,0
demitpa01,2008,1,VAN,7,3,1
demitpa01,2009,1,VAN,4,2,2
deshada01,2010,1,MTL,2,1,0
deshada01,2011,1,MTL,5,12,2
devrigr01,2005,1,ATL,2,0,0
dimitni01,2005,1,SJS,3,1,0
doansh01,2005,1,PHO,3,1,0
doansh01,2006,1,PHO,3,2,1
doansh01,2007,1,PHO,4,1,1
doansh01,2008,1,PHO,4,2,0
doansh01,2009,1,PHO,9,2,0
doansh01,2010,1,PHO,3,1,0
doansh01,2011,1,PHO,2,7,0
dorsede01,2011,1,CBS,0,1,0
doughdr01,2008,1,LAK,3,1,1
doughdr01,2009,1,LAK,2,1,0
doughdr01,2010,1,LAK,1,0,0
downist01,2009,1,TBL,1,0,0
downist01,2010,1,TBL,1,0,0
downist01,2011,1,TBL,0,1,0
drapekr01,2009,1,DET,1,0,0
drurych01,2005,1,BUF,1,0,0
drurych01,2006,1,BUF,1,0,0
drurych01,2007,1,NYR,5,0,0
drurych01,2008,1,NYR,7,3,3
drurych01,2010,1,NYR,1,0,0
dubinbr01,2007,1,NYR,1,0,0
dubinbr01,2009,1,NYR,2,0,0
dubinbr01,2010,1,NYR,4,1,1
duchema01,2009,1,COL,7,2,1
duchema01,2010,1,COL,6,0,0
duchema01,2011,1,COL,3,6,1
dumonjp01,2005,1,BUF,1,0,0
dumonjp01,2006,1,NAS,3,1,1
dumonjp01,2007,1,NAS,4,0,0
dumonjp01,2008,1,NAS,2,1,0
dumonjp01,2009,1,NAS,2,0,0
dupuipa01,2006,1,MIN,1,0,0
dupuipa01,2007,1,ATL,1,1,1
dupuipa01,2009,1,PIT,1,1,0
dupuipa01,2010,1,PIT,4,1,1
dupuipa01,2011,1,PIT,1,3,1
dvorara01,2005,1,EDM,2,1,1
eavespa01,2005,1,OTT,1,0,0
eavespa01,2009,1,DET,3,0,0
ebbetan01,2009,3,MIN,2,1,0
eberljo01,2010,1,EDM,9,4,1
eberljo01,2011,1,EDM,3,12,0
edleral01,2007,1,VAN,7,2,2
edleral01,2008,1,VAN,2,0,0
edleral01,2011,1,VAN,4,8,2
ekmanni01,2005,1,SJS,6,2,1
ekmanni01,2006,1,PIT,1,0,0
ekmanol01,2011,1,PHO,1,4,1
eliaspa01,2005,1,NJD,5,2,0
eliaspa01,2006,1,NJD,11,2,1
eliaspa01,2007,1,NJD,6,5,2
eliaspa01,2008,1,NJD,7,3,1
eliaspa01,2009,1,NJD,5,2,2
eliaspa01,2010,1,NJD,3,0,0
eliaspa01,2011,1,NJD,6,12,2
ellerla01,2011,1,MTL,1,5,0
ellisry01,2011,1,NAS,0,1,0
emingst01,2005,1,WAS,1,0,0
ennisty01,2010,1,BUF,4,3,2
ennisty01,2011,1,BUF,2,6,1
enstrto01,2007,1,ATL,1,0,0
eratma01,2005,1,NAS,2,2,2
eratma01,2006,1,NAS,7,1,1
eratma01,2007,1,NAS,5,2,2
eratma01,2008,1,NAS,5,2,1
eratma01,2009,1,NAS,11,5,3
eratma01,2010,1,NAS,7,2,1
eratma01,2011,1,NAS,1,6,1
eriksan01,2006,1,CBS,1,0,0
erikslo01,2006,1,DAL,2,0,0
erikslo01,2008,1,DAL,5,1,0
erikslo01,2009,1,DAL,9,3,2
erikslo01,2010,1,DAL,5,1,1
erikslo01,2011,1,DAL,5,11,1
erskijo01,2007,1,WAS,1,0,0
fedorse01,2005,1,ANA,1,0,0
fedorse01,2005,2,CBS,4,0,0
fedorse01,2006,1,CBS,3,2,1
fedorse01,2007,1,CBS,2,0,0
fedorse01,2008,1,WAS,1,0,0
fedotru01,2005,1,TBL,1,0,0
fedotru01,2006,1,TBL,2,0,0
fehrer01,2006,1,WAS,1,0,0
fehrer01,2009,1,WAS,2,0,0
ferribe01,2009,1,SJS,1,0,0
fiddlve01,2008,1,NAS,6,2,0
fiddlve01,2009,1,PHO,1,0,0
filatni01,2009,1,CBS,2,0,0
filatni01,2010,1,CBS,2,1,0
filppva01,2006,1,DET,2,0,0
filppva01,2009,1,DET,4,1,0
filppva01,2011,1,DET,1,3,1
fischpa01,2006,1,PHO,1,0,0
fishemi01,2005,1,OTT,2,0,0
fishemi01,2006,1,OTT,4,1,0
fishemi01,2007,1,OTT,2,1,0
fishemi01,2008,1,OTT,5,2,2
fishemi01,2009,1,OTT,5,2,0
fishemi01,2010,1,OTT,1,0,0
fishemi01,2010,2,NAS,1,0,0
fishemi01,2011,1,NAS,0,3,0
fleisto01,2005,1,WAS,2,0,0
fleisto01,2006,1,WAS,1,0,0
fleisto01,2007,1,WAS,1,0,0
fleisto01,2009,1,WAS,4,1,1
fleisto01,2011,1,FLO,0,4,0
foligni01,2008,1,OTT,2,0,0
foligni01,2009,1,OTT,1,0,0
foligni01,2010,1,OTT,1,0,0
foligni01,2011,1,OTT,0,1,0
footead01,2007,1,CBS,1,0,0
forsbpe01,2005,1,PHI,7,3,0
forsbpe01,2006,1,PHI,5,1,1
forsbpe01,2006,2,NAS,1,0,0
fosteku01,2009,1,TBL,1,0,0
fosteku01,2010,1,EDM,1,0,0
fosteku01,2011,1,AND,0,1,0
fowleca01,2010,1,AND,1,1,1
fowleca01,2011,1,AND,0,2,0
fransco01,2009,1,NAS,1,0,0
fransco01,2010,1,NAS,3,1,1
franzjo01,2006,1,DET,2,1,1
franzjo01,2007,1,DET,1,1,1
franzjo01,2008,1,DET,1,0,0
franzjo01,2009,1,DET,1,0,0
franzjo01,2010,1,DET,2,0,0
fraseco01,2010,1,EDM,1,0,0
frattma01,2011,1,TOR,1,2,0
friesje01,2006,1,CAL,1,0,0
fritsda01,2005,1,CBS,1,0,0
frolimi01,2008,1,FLO,6,0,0
frolimi01,2009,1,FLO,5,1,0
frolimi01,2010,1,FLO,2,1,1
froloal01,2005,1,LAK,4,3,1
froloal01,2006,1,LAK,9,4,0
froloal01,2007,1,LAK,2,0,0
froloal01,2008,1,LAK,6,1,1
froloal01,2009,1,LAK,1,0,0
froloal01,2010,1,NYR,1,0,0
gaborma01,2005,1,MIN,6,0,0
gaborma01,2006,1,MIN,2,0,0
gaborma01,2007,1,MIN,5,1,1
gaborma01,2009,1,NYR,5,1,0
gaborma01,2010,1,NYR,1,0,0
gaborma01,2011,1,NYR,4,7,1
gagnesa01,2007,1,EDM,17,5,4
gagnesa01,2008,1,EDM,8,3,1
gagnesa01,2009,1,EDM,7,0,0
gagnesa01,2010,1,EDM,5,0,0
gagnesa01,2011,1,EDM,6,9,1
gagnesi01,2005,1,PHI,6,2,1
gagnesi01,2006,1,PHI,6,1,0
gagnesi01,2008,1,PHI,6,2,2
gagnesi01,2009,1,PHI,1,0,0
gagnesi01,2010,1,TBL,3,1,0
gagnesi01,2011,1,LAK,0,3,0
galiatj01,2009,1,COL,2,0,0
gamacsi01,2005,1,NAS,2,0,0
gelinma01,2005,1,FLO,1,0,0
gelinma01,2006,1,FLO,1,0,0
gerbena01,2010,1,BUF,1,1,0
gerbena01,2011,1,BUF,2,6,2
getzlry01,2005,1,ANA,2,0,0
getzlry01,2006,1,AND,12,5,2
getzlry01,2007,1,AND,12,2,2
getzlry01,2008,1,AND,9,5,1
getzlry01,2009,1,AND,8,4,0
getzlry01,2010,1,AND,3,1,0
getzlry01,2011,1,AND,1,5,0
gilbeto01,2007,1,EDM,1,0,0
gilbeto01,2008,1,EDM,1,0,0
gilbeto01,2009,1,EDM,1,0,0
gilroma01,2010,1,NYR,1,0,0
giontbr01,2005,1,NJD,10,4,1
giontbr01,2006,1,NJD,13,7,2
giontbr01,2007,1,NJD,12,3,1
giontbr01,2008,1,NJD,2,0,0
giontbr01,2009,1,MTL,5,3,1
giontbr01,2010,1,MTL,6,1,1
giontbr01,2011,1,MTL,2,4,1
giroual01,2010,1,EDM,1,0,0
giroucl01,2007,1,PHI,1,0,0
giroucl01,2008,1,PHI,2,0,0
giroucl01,2009,1,PHI,5,3,2
giroucl01,2010,1,PHI,9,2,0
giroucl01,2011,1,PHI,5,9,2
glenccu01,2007,1,CBS,1,1,0
glenccu01,2009,1,CAL,1,0,0
glenccu01,2010,1,CAL,3,1,1
glenccu01,2011,1,CAL,0,3,0
gocma01,2009,1,NAS,5,1,0
gocma01,2010,1,NAS,6,2,2
gocma01,2011,1,FLO,1,7,1
goligal01,2008,1,PIT,2,1,1
goligal01,2009,1,PIT,1,0,0
goligal01,2010,1,PIT,1,0,0
gomezsc01,2005,1,NJD,3,2,1
gomezsc01,2006,1,NJD,1,0,0
gomezsc01,2007,1,NYR,4,2,1
gomezsc01,2008,1,NYR,2,0,0
gomezsc01,2009,1,MTL,8,2,1
gomezsc01,2010,1,MTL,1,0,0
gomezsc01,2011,1,MTL,0,1,0
gonchse01,2005,1,PIT,1,1,0
gonchse01,2006,1,PIT,2,0,0
gonchse01,2007,1,PIT,1,0,0
gordobo01,2007,1,WAS,3,1,0
gordobo01,2008,1,WAS,1,0,0
gordobo01,2009,1,WAS,1,0,0
gordobo01,2011,1,PHO,0,1,0
grabomi01,2008,1,TOR,3,1,0
grabomi01,2010,1,TOR,6,2,1
grabomi01,2011,1,TOR,0,3,0
greenjo01,2006,1,VAN,3,1,1
greenmi03,2006,1,WAS,1,0,0
greenmi03,2007,1,WAS,2,0,0
greenmi03,2009,1,WAS,2,0,0
greenmi03,2010,1,WAS,1,0,0
gueribi01,2005,1,DAL,1,1,0
gueribi01,2006,1,STL,2,1,1
gueribi01,2007,1,NYI,4,2,0
gueribi01,2008,1,NYI,2,1,0
gueribi01,2009,1,PIT,3,0,0
guitebe01,2007,1,COL,1,0,0
hagmani01,2006,1,DAL,1,0,0
hagmani01,2007,1,DAL,3,1,1
hagmani01,2008,1,TOR,5,1,1
hagmani01,2009,1,TOR,1,1,0
hagmani01,2010,1,CAL,8,1,0
hagmani01,2011,2,AND,1,1,1
hainsro01,2006,1,CBS,1,0,0
halisma01,2011,1,NAS,0,2,0
hallad01,2006,1,NYR,2,0,0
hallad01,2008,1,TBL,1,1,0
hallad01,2010,1,TBL,7,2,0
hallta02,2010,1,EDM,7,2,0
hallta02,2011,1,EDM,1,4,1
halpeje01,2005,1,WAS,2,0,0
halpeje01,2009,1,TBL,3,1,1
hamilje01,2006,1,CHI,10,5,0
hamilje01,2007,1,CAR,4,2,0
hamilje01,2008,1,TOR,2,2,1
handzmi01,2005,1,PHI,4,2,1
handzmi01,2008,1,LAK,1,0,0
handzmi01,2009,1,LAK,8,5,1
handzmi01,2010,1,LAK,9,4,2
handzmi01,2011,1,SJS,5,10,3
hanzama01,2007,1,PHO,1,0,0
hartima01,2005,1,CBS,2,1,0
hartite01,2010,1,EDM,1,0,0
hartite01,2011,1,EDM,0,1,0
hartnsc01,2008,1,PHI,1,0,0
havlama01,2005,1,OTT,1,0,0
havlama01,2006,1,CHI,6,2,1
havlama01,2007,1,CHI,4,1,0
havlama01,2008,1,CHI,3,0,0
havlama01,2009,1,MIN,4,0,0
havlama01,2010,1,MIN,2,0,0
havlama01,2011,1,SJS,1,3,0
heatlda01,2005,1,OTT,8,2,1
heatlda01,2006,1,OTT,4,1,0
heatlda01,2007,1,OTT,4,0,0
heatlda01,2008,1,OTT,3,0,0
heatlda01,2009,1,SJS,6,1,0
heatlda01,2010,1,SJS,1,0,0
heatlda01,2011,1,MIN,2,7,1
hechtjo01,2006,1,BUF,1,0,0
hechtjo01,2007,1,BUF,1,0,0
hechtjo01,2009,1,BUF,4,3,1
hechtjo01,2010,1,BUF,1,1,1
hedmavi01,2010,1,TBL,6,2,1
hedmavi01,2011,1,TBL,0,1,0
hedstjo01,2005,1,ANA,2,1,0
